

--------sonuç---------

(merhaba, gerçek) - 7
(ur, teşekkür) - 33
(kargo, ertesi) - 33
(güzel, kaçır) - 33
(deterjan, güzel) - 33
(ayrıca, elim) - 33
(harika, kahve) - 33
(kahve, koy) - 33
(ölç, eder) - 33
(ısı, ölç) - 33
(pil, dol) - 33
(çocuk, tavsiye) - 34
(herkes, teşekkür) - 34
(iste, teşekkür) - 34
(ürün, çamaşır) - 34
(arkadaş, aracı) - 34
(aracı, gör) - 34
(bez, ürün) - 34
(firma, teşekkür) - 34
(film, kesin) - 34
(zaman, film) - 34
(oku, tavsiye) - 34
(ayrıca, uygun) - 34
(çalış, gayet) - 34
(harika, herkes) - 34
(gayet, alın) - 34
(lastik, güzel) - 34
(küçük, eder) - 34
(güzel, bırak) - 34
(gerek, kargo) - 34
(gerçek, herkes) - 34
(git, tavsiye) - 34
(görün, kullan) - 34
(hafif, güzel) - 34
(biraz, ulaş) - 34
(güzel, tut) - 34
(fiyat, gönderi) - 34
(memnun, hızlı) - 34
(güzel, uzun) - 34
(fayda, gör) - 34
(güzel, ideal) - 34
(kullan, yol) - 34
(kar, kullan) - 34
(site, kargo) - 34
(:), tavsiye) - 34
(saat, kargo) - 34
(piyasa, teşekkür) - 34
(ürün, gece) - 34
(ses, müzik) - 34
(anla, kullan) - 34
(temiz, tavsiye) - 34
(iste, uygun) - 34
(fiyat, tercih) - 34
(kolay, fiyat) - 34
(temiz, bulaşık) - 34
(ürün, aile) - 34
(herkes, öner) - 34
(fiyat, ideal) - 34
(motor, katkı) - 34
(kullan, öner) - 34
(ulaş, gerçek) - 34
(tavsiye, sonuç) - 34
(fairy, platinum) - 34
(süt, koy) - 34
(pratik, tavsiye) - 34
(makine, koku) - 34
(süt, sıcak) - 34
(pil, ışık) - 34
(iste, düşün) - 35
(iste, gerçek) - 35
(gerçek, kolay) - 35
(güzel, tak) - 35
(çocuk, eder) - 35
(açı, fiyat) - 35
(makine, yık) - 35
(kalite, başarı) - 35
(görün, kalite) - 35
(sipariş, tane) - 35
(gerçek, albüm) - 35
(gerek, gayet) - 35
(gerek, mutlaka) - 35
(araba, güzel) - 35
(dikkat, edin) - 35
(koku, gerçek) - 35
(zaten, tavsiye) - 35
(kalite, kısa) - 35
(marka, bil) - 35
(ürün, boyut) - 35
(dış, güzel) - 35
(güzel, gönderi) - 35
(gayet, para) - 35
(çalış, gerek) - 35
(bi, kal) - 35
(bit, kullan) - 35
(ürün, bildik) - 35
(ürün, ayrı) - 35
(sessiz, çalış) - 35
(kesin, düşün) - 35
(oyun, güzel) - 35
(ürün, durum) - 35
(arkadaş, ses) - 35
(kullan, anne) - 35
(ucuz, kargo) - 35
(sağlam, tavsiye) - 35
(kısa, güzel) - 35
(bakım, ürün) - 35
(ses, performans) - 35
(bugün, ulaş) - 35
(sipariş, düşün) - 35
(ses, lastik) - 35
(ağır, kullan) - 35
(süper, teşekkür) - 35
(iste, zaman) - 35
(bebek, rahat) - 35
(set, fiyat) - 35
(ürün, üstelik) - 35
(değiş, kullan) - 35
(pişman, güzel) - 35
(tavsiye, pişman) - 35
(oda, koku) - 35
(motor, azal) - 35
(dene, güzel) - 35
(dene, eder) - 35
(kalite, site) - 35
(sıcaklık, kullan) - 35
(süt, güzel) - 35
(ev, kahve) - 35
(güzel, kapak) - 36
(elim, memnun) - 36
(süper, gönderi) - 36
(zaman, ulaş) - 36
(resim, görün) - 36
(teşekkür, coma) - 36
(ürün, avantaj) - 36
(güzel, ucuz) - 36
(düşün, uygun) - 36
(kalite, film) - 36
(mutlaka, film) - 36
(ürün, sık) - 36
(piyasa, kullan) - 36
(gerek, gerçek) - 36
(fiyat, çalış) - 36
(rahat, alın) - 36
(rahat, iste) - 36
(yüksek, kullan) - 36
(sorun, tavsiye) - 36
(güzel, :)) - 36
(ürün, san) - 36
(arşiv, film) - 36
(sorun, şekil) - 36
(buradaya, teşekkür) - 36
(kelime, harika) - 36
(uygun, hediye) - 36
(gayet, geç) - 36
(sıkıntı, yaşa) - 36
(kalite, aracı) - 36
(:), eder) - 36
(site, eder) - 36
(eder, hediye) - 36
(arkadaş, memnun) - 36
(saç, kullan) - 36
(güzel, oda) - 36
(ur, ulaş) - 36
(hazne, su) - 36
(kullan, km) - 36
(tavsiye, kitap) - 36
(pil, tak) - 36
(ses, uzun) - 36
(ürün, kur) - 36
(fiyat, pil) - 36
(güzel, cihaz) - 36
(deterjan, kalite) - 36
(paket, fiyat) - 36
(fairy, deterjan) - 36
(iste, ev) - 36
(doldur, pil) - 36
(bulaşık, koku) - 36
(elim, fakat) - 37
(kal, sipariş) - 37
(kalite, çık) - 37
(mükemmel, teşekkür) - 37
(ürün, toz) - 37
(arkadaş, bi) - 37
(harika, bi) - 37
(film, oyun) - 37
(ürün, vida) - 37
(ses, mükemmel) - 37
(ürün, deneme) - 37
(ücret, fiyat) - 37
(koku, teşekkür) - 37
(su, koku) - 37
(ürün, çek) - 37
(renk, kalite) - 37
(fiyat, para) - 37
(kolay, pratik) - 37
(sipariş, saat) - 37
(adet, sipariş) - 37
(hafif, kullan) - 37
(tak, ses) - 37
(marka, kal) - 37
(gayet, şekil) - 37
(şekil, tavsiye) - 37
(elim, arkadaş) - 37
(fiyat, deterjan) - 37
(mükemmel, herkes) - 37
(sorun, eder) - 37
(kullan, sık) - 37
(kalite, yüksek) - 37
(şarj, yan) - 37
(kablo, uzun) - 37
(çalış, aracı) - 37
(derece, ölç) - 37
(güzel, ölç) - 37
(bulaşık, temizle) - 37
(şarj, mah) - 37
(arkadaş, kesin) - 38
(arkadaş, gör) - 38
(eder, herkeze) - 38
(makine, temizle) - 38
(alet, kullan) - 38
(hafif, koku) - 38
(ürün, göz) - 38
(ürün, dan) - 38
(film, mükemmel) - 38
(fark, eder) - 38
(ürün, amaç) - 38
(ses, sorun) - 38
(ihtiyaç, karşıla) - 38
(lastik, tavsiye) - 38
(koku, fiyat) - 38
(çamaşır, deterjan) - 38
(ayrıca, tavsiye) - 38
(ürün, sert) - 38
(bi, gerek) - 38
(ürün, yumuşak) - 38
(uzun, tavsiye) - 38
(süre, güzel) - 38
(eder, sağlam) - 38
(güzel, el) - 38
(ürün, gelin) - 38
(kullan, dikkat) - 38
(devam, ürün) - 38
(ürün, ufak) - 38
(güzel, su) - 38
(kullan, katkı) - 38
(sorun, fiyat) - 38
(biraz, sorun) - 38
(saç, tara) - 38
(seviye, ses) - 38
(ürün, alet) - 38
(fakat, sorun) - 38
(kal, teşekkür) - 38
(uygun, ulaş) - 38
(sıvı, kullan) - 38
(fiyat, sağlam) - 38
(iste, kahve) - 38
(kalite, sorun) - 39
(kullan, tane) - 39
(site, güzel) - 39
(teşekkür, ucuz) - 39
(güzel, cam) - 39
(gerek, ev) - 39
(ev, eder) - 39
(temiz, fiyat) - 39
(zaten, eder) - 39
(bekle, eder) - 39
(ürün, güvenilir) - 39
(plastik, koku) - 39
(kullan, kısım) - 39
(renk, beyaz) - 39
(film, seyret) - 39
(dene, kal) - 39
(elim, çalış) - 39
(şarj, eder) - 39
(kullan, fayda) - 39
(ürün, henüz) - 39
(piyasa, altın) - 39
(memnun, kargo) - 39
(kargo, alışveriş) - 39
(fiyat, teslimat) - 39
(güzel, görün) - 39
(yumuşak, kullan) - 39
(yağ, koy) - 39
(yumuşak, lastik) - 39
(bugün, kullan) - 39
(işe, yara) - 39
(ürün, açıklama) - 39
(kullan, saat) - 39
(alışveriş, site) - 39
(kullan, çıkar) - 39
(sipariş, hızlı) - 39
(ev, spor) - 39
(malzeme, fiyat) - 39
(nescafe, kahve) - 39
(çeşit, kahve) - 39
(gayet, yeter) - 39
(fiyat, kampanya) - 39
(ürün, araştırma) - 39
(fiyat, cihaz) - 39
(fotoğraf, makine) - 39
(ölç, sonuç) - 39
(kahve, hazırla) - 39
(kalite, kaçır) - 40
(çöm, ürün) - 40
(ürün, içeri) - 40
(fiyat, avantaj) - 40
(koku, harika) - 40
(film, beğen) - 40
(hava, ürün) - 40
(günü, elim) - 40
(kesin, koku) - 40
(spor, salon) - 40
(yaklaşık, ay) - 40
(beğen, kalite) - 40
(ürün, kampanya) - 40
(hızlı, alışveriş) - 40
(ürün, dayanıklı) - 40
(ürün, karşılaş) - 40
(kumaş, kalite) - 40
(düşün, arkadaş) - 40
(biraz, ince) - 40
(sıvı, ürün) - 40
(oku, ürün) - 40
(eder, yer) - 40
(kullan, inan) - 40
(ürün, kulak) - 40
(güzel, makine) - 40
(su, ölç) - 40
(pil, uzun) - 41
(ürün, hız) - 41
(ürün, değiş) - 41
(kalite, orta) - 41
(güzel, kısım) - 41
(dinle, güzel) - 41
(izle, gerek) - 41
(alın, gerek) - 41
(uygun, herkes) - 41
(ses, gerçek) - 41
(kısa, tavsiye) - 41
(kısa, eder) - 41
(kalite, ayrıca) - 41
(ses, yorum) - 41
(yer, tut) - 41
(eder, şık) - 41
(süre, tavsiye) - 41
(süre, eder) - 41
(zaman, tavsiye) - 41
(fiyat, normal) - 41
(güzel, küçük) - 41
(uzun, ömür) - 41
(kullan, oda) - 41
(ürün, üstün) - 41
(kar, buz) - 41
(kargo, süper) - 41
(süre, geç) - 41
(market, kargo) - 41
(ürün, arka) - 41
(yer, tavsiye) - 41
(ürün, şiddet) - 41
(uygun, sipariş) - 41
(alet, çalış) - 41
(ürün, artı) - 41
(şarj, güzel) - 41
(dene, tavsiye) - 41
(güzel, pratik) - 41
(kullan, kapla) - 41
(animasyon, film) - 41
(kalite, bul) - 42
(gerçek, arkadaş) - 42
(zaman, elim) - 42
(ürün, aç) - 42
(ürün, kapı) - 42
(herkeze, tavsiye) - 42
(biraz, yer) - 42
(kal, gerçek) - 42
(ekonomik, ürün) - 42
(kullan, kaç) - 42
(ürün, hal) - 42
(aile, teşekkür) - 42
(kullan, toz) - 42
(kullan, bırak) - 42
(artık, ürün) - 42
(ürün, model) - 42
(gayet, gör) - 42
(ürün, belli) - 42
(güzel, hoş) - 42
(rahat, çalış) - 42
(henüz, kullan) - 42
(kullan, hediye) - 42
(market, ucuz) - 42
(uygun, alın) - 42
(ürün, uyum) - 42
(gerçek, hızlı) - 42
(elim, uygun) - 42
(eder, alın) - 42
(uygun, site) - 42
(biraz, çalış) - 42
(kullan, yeter) - 42
(ürün, açık) - 42
(pil, cihaz) - 42
(oda, sıcaklık) - 42
(kahve, tat) - 42
(ağır, koku) - 42
(pil, saat) - 42
(su, kahve) - 42
(pil, mah) - 42
(kulak, ölç) - 42
(araştır, fiyat) - 43
(sipariş, güzel) - 43
(kullan, aç) - 43
(sev, tavsiye) - 43
(parlak, ürün) - 43
(ürün, dün) - 43
(saat, ulaş) - 43
(kullan, eski) - 43
(gayet, yer) - 43
(ürün, görünüm) - 43
(kullan, dış) - 43
(a, teşekkür) - 43
(kurul, basit) - 43
(süre, teşekkür) - 43
(gece, kullan) - 43
(pil, bit) - 43
(montaj, kolay) - 44
(geç, kargo) - 44
(fiyat, tane) - 44
(mükemmel, güzel) - 44
(ürün, baş) - 44
(film, eder) - 44
(koku, kalite) - 44
(eder, para) - 44
(kablo, güzel) - 44
(sorun, gayet) - 44
(ur, eder) - 44
(para, kalite) - 44
(fark, tavsiye) - 44
(kablo, kullan) - 44
(kullan, başarı) - 44
(ürün, göster) - 44
(sessiz, ürün) - 44
(ürün, fırsat) - 44
(tavsiye, sipariş) - 44
(marka, aracı) - 44
(ürün, etki) - 44
(gerçek, teşekkür) - 44
(şekil, eder) - 44
(ürün, eğer) - 44
(nokian, lastik) - 44
(kullan, artık) - 44
(gayet, arkadaş) - 44
(ariel, deterjan) - 44
(sıcaklık, su) - 44
(süre, pil) - 44
(ölç, cihaz) - 44
(bulaşık, yık) - 44
(güzel, otur) - 45
(gerek, düşün) - 45
(kullan, cam) - 45
(aracı, eder) - 45
(bil, kalite) - 45
(lastik, ürün) - 45
(geç, tavsiye) - 45
(güzel, yorum) - 45
(işe, ürün) - 45
(gerçek, bi) - 45
(uygun, yer) - 45
(eder, sipariş) - 45
(süre, fiyat) - 45
(aracı, güzel) - 45
(kargo, sorun) - 45
(süper, tavsiye) - 45
(elim, sorun) - 45
(uzun, biraz) - 45
(yağ, değişim) - 45
(kolay, eder) - 46
(ürün, yıka) - 46
(kargo, teslim) - 46
(düşün, deri) - 46
(memnun, gerçek) - 46
(kullan, zor) - 46
(geç, fiyat) - 46
(anla, ürün) - 46
(bekle, tavsiye) - 46
(fiyat, ses) - 46
(yer, bul) - 46
(kablo, kalite) - 46
(sipariş, ertesi) - 46
(güzel, iç) - 46
(temizle, koku) - 46
(kısa, fiyat) - 46
(güzel, koy) - 46
(sipariş, arkadaş) - 46
(süre, kalite) - 46
(gör, tavsiye) - 46
(ürün, kes) - 46
(geç, kalite) - 46
(kal, gayet) - 46
(telefon, ürün) - 46
(fena, ürün) - 46
(kötü, ürün) - 46
(kahve, eder) - 46
(güzel, dur) - 46
(biraz, gör) - 46
(süper, eder) - 46
(pişman, kullan) - 46
(sessiz, lastik) - 46
(kullan, koy) - 46
(oda, ölç) - 46
(ses, çalış) - 46
(ürün, fiyatıda) - 46
(ölç, çocuk) - 46
(kullan, performans) - 47
(fiyat, başarı) - 47
(zaten, gerek) - 47
(bez, kullan) - 47
(ürün, gönül) - 47
(ses, eder) - 47
(koru, ürün) - 47
(kullan, dur) - 47
(bul, kullan) - 47
(bul, uygun) - 47
(günü, ürün) - 47
(ertesi, ulaş) - 47
(ekran, kart) - 47
(sipariş, teşekkür) - 47
(kullan, bak) - 47
(hediye, teşekkür) - 47
(ev, uygun) - 47
(kısa, teşekkür) - 47
(şık, fiyat) - 47
(kullan, sağla) - 47
(kız, kullan) - 47
(kısa, geç) - 47
(ses, rahat) - 47
(pahalı, fiyat) - 47
(fiyat, üstelik) - 47
(kalite, uzun) - 47
(kahve, makine) - 47
(kullan, ölçü) - 47
(kapla, ürün) - 48
(kalite, fakat) - 48
(fiyat, satı) - 48
(dinle, müzik) - 48
(fiyat, makul) - 48
(ev, gayet) - 48
(hesap, ürün) - 48
(ses, dinle) - 48
(güzel, ev) - 48
(beğen, eder) - 48
(gerek, kesin) - 48
(şık, tavsiye) - 48
(ulaş, sorun) - 48
(ürün, parça) - 48
(eş, kullan) - 48
(uygun, memnun) - 48
(memnun, teşekkür) - 48
(ürün, değer) - 48
(kış, kullan) - 48
(marka, memnun) - 48
(memnun, herkes) - 48
(kullan, hoş) - 48
(kullan, yaşa) - 48
(ariel, sıvı) - 48
(bulaşık, yıka) - 48
(piyasa, ucuz) - 49
(harika, kalite) - 49
(ürün, paket) - 49
(ürün, ala) - 49
(ürün, görüntü) - 49
(düşün, gayet) - 49
(ev, tavsiye) - 49
(gör, eder) - 49
(belli, kalite) - 49
(fiyat, bak) - 49
(fark, marka) - 49
(kullan, tercih) - 49
(geç, eder) - 49
(marka, dene) - 49
(fiyat, fakat) - 49
(işe, yar) - 49
(kullan, :)) - 49
(ücret, ürün) - 49
(ürün, kalın) - 49
(marka, uygun) - 49
(hızlı, şarj) - 49
(kalite, yer) - 50
(ürün, kısım) - 50
(oyna, oyun) - 50
(çık, güzel) - 50
(güzel, sağlam) - 50
(malzeme, güzel) - 50
(ürün, altın) - 50
(deri, kullan) - 50
(güzel, şekil) - 50
(bent, ürün) - 50
(süre, kargo) - 50
(biraz, ses) - 50
(gayet, kargo) - 50
(bulaşık, pırıl) - 50
(fairy, makine) - 50
(ölç, ölçü) - 50
(basit, kullan) - 51
(sev, kullan) - 51
(gerçek, film) - 51
(rahat, fiyat) - 51
(ürün, ince) - 51
(ürün, cihaz) - 51
(tavsiye, para) - 51
(zaten, güzel) - 51
(ürün, orjinal) - 51
(biraz, elim) - 51
(altın, fiyat) - 51
(arkadaş, kalite) - 51
(sürekli, ürün) - 51
(yapış, ürün) - 51
(kullan, güven) - 51
(kullan, normal) - 51
(iste, kalite) - 52
(kolay, tavsiye) - 52
(kalite, kolay) - 52
(ertesi, ürün) - 52
(biraz, geç) - 52
(izle, güzel) - 52
(fark, güzel) - 52
(kalite, fark) - 52
(ur, tavsiye) - 52
(ürün, hafif) - 52
(gerçek, uygun) - 52
(market, uygun) - 52
(aracı, tavsiye) - 52
(yer, gerek) - 52
(ur, elim) - 52
(zaman, eder) - 52
(fiyat, görün) - 52
(fayda, ürün) - 52
(plastik, kullan) - 52
(gayet, sağlam) - 52
(ürün, inan) - 52
(süt, ısıt) - 52
(ürün, montaj) - 53
(ulaş, gayet) - 53
(ürün, ön) - 53
(aksiyon, film) - 53
(para, gerek) - 53
(kullan, tak) - 53
(sipariş, günü) - 53
(:), teşekkür) - 53
(açı, kullan) - 53
(ürün, benzer) - 53
(kahve, sev) - 53
(ürün, karar) - 53
(elim, gerçek) - 53
(güzel, paketle) - 54
(ürün, orta) - 54
(ürün, sahip) - 54
(güzel, kitap) - 54
(gör, fark) - 54
(uygula, ürün) - 54
(beğen, kullan) - 54
(zaman, teşekkür) - 54
(lastik, tak) - 54
(söyle, kullan) - 54
(telefon, kullan) - 54
(biraz, gayet) - 54
(güzel, temizle) - 54
(pil, güzel) - 54
(çocuk, kullan) - 55
(alacak, arkadaş) - 55
(gerçek, harika) - 55
(normal, ürün) - 55
(ürün, cam) - 55
(hızlı, ayrıca) - 55
(koku, eder) - 55
(güzel, harika) - 55
(ürün, sıcaklık) - 55
(ürün, yüksek) - 55
(zaman, kargo) - 55
(zor, kal) - 55
(biraz, fakat) - 55
(çöm, a) - 55
(ölç, bebek) - 55
(gayet, bi) - 56
(güzel, marka) - 56
(güzel, süper) - 56
(ürün, dikkat) - 56
(koku, hoş) - 56
(film, kaçır) - 56
(ayrıca, eder) - 56
(ulaş, tavsiye) - 56
(gayet, teşekkür) - 56
(sıkıntı, kullan) - 56
(sorun, teşekkür) - 56
(ürün, öner) - 56
(film, sahne) - 56
(kullan, kurul) - 56
(kullan, yılla) - 56
(pil, çalış) - 56
(beklenti, karşıla) - 56
(şık, dur) - 56
(el, kullan) - 56
(kulak, kullan) - 56
(güzel, kolay) - 57
(geç, güzel) - 57
(fiyat, kaç) - 57
(ürün, tut) - 57
(ürün, alışveriş) - 57
(bugün, elim) - 57
(sorun, çalış) - 57
(ürün, ihtiyaç) - 57
(kullan, git) - 57
(kullan, derece) - 57
(sorun, güzel) - 57
(güzel, gerek) - 57
(sorun, hızlı) - 57
(vites, geç) - 57
(biraz, küçük) - 57
(ur, gayet) - 57
(fiyat, ur) - 58
(site, fiyat) - 58
(ürün, bedava) - 58
(temiz, güzel) - 58
(alışveriş, teşekkür) - 58
(ucuz, kullan) - 58
(bekle, kullan) - 58
(ürün, koy) - 58
(kahve, tavsiye) - 58
(cihaz, şarj) - 58
(kalite, herkes) - 59
(sipariş, kalite) - 59
(görüntü, kalite) - 59
(fiyat, yüksek) - 59
(sev, güzel) - 59
(ertesi, elim) - 59
(mükemmel, eder) - 59
(ses, tavsiye) - 59
(ürün, karşıla) - 59
(kalite, bi) - 59
(saat, elim) - 59
(rahat, gayet) - 59
(kesin, alın) - 59
(ev, fiyat) - 59
(yaz, kullan) - 59
(yorum, oku) - 59
(gerçek, mükemmel) - 60
(basit, ürün) - 60
(kullan, süper) - 60
(kalite, kal) - 60
(beğen, tavsiye) - 60
(kullan, iç) - 60
(çalış, tavsiye) - 60
(indir, fiyat) - 60
(ayrıca, kargo) - 60
(ürün, alacak) - 60
(kalite, gör) - 60
(cihaz, kullan) - 60
(kullan, yorum) - 60
(görüntü, güzel) - 60
(şarj, saat) - 60
(ateşin, ölç) - 60
(güzel, yan) - 61
(ürün, araştır) - 61
(ürün, güven) - 61
(ses, azal) - 61
(marka, eder) - 61
(albüm, dinle) - 61
(eder, bi) - 61
(fiyat, herkes) - 61
(kargo, tavsiye) - 61
(ses, fark) - 61
(hızlı, gayet) - 61
(fiyat, fark) - 61
(süper, hızlı) - 62
(sürekli, kullan) - 62
(idare, eder) - 62
(ürün, kablo) - 62
(kullan, dene) - 62
(fiyat, zaman) - 62
(iste, güzel) - 62
(gerek, kal) - 62
(lezzet, kahve) - 62
(toz, deterjan) - 62
(fairy, ürün) - 62
(fiyatıda, uygun) - 63
(bırak, ürün) - 63
(rahat, eder) - 63
(tavsiye, teşekkür) - 63
(sev, ürün) - 63
(kalite, piyasa) - 63
(fiyat, bedava) - 63
(fiyat, arkadaş) - 63
(zaman, kalite) - 63
(güzel, yer) - 63
(kullan, bebek) - 63
(iste, fiyat) - 63
(ürün, çabuk) - 63
(yol, tut) - 63
(yeter, ürün) - 63
(ürün, oda) - 63
(ses, bas) - 63
(eder, çalış) - 63
(pil, alet) - 63
(ürün, makine) - 64
(ürün, eş) - 64
(ürün, paketle) - 64
(zaman, güzel) - 64
(su, kullan) - 64
(ev, ideal) - 64
(ayrıca, fiyat) - 64
(kullan, renk) - 64
(şekil, ulaş) - 64
(kalite, rahat) - 64
(ürün, gönderi) - 65
(güzel, bekle) - 65
(film, tavsiye) - 65
(ses, çık) - 65
(ses, kablo) - 65
(motor, çalış) - 65
(yağ, aracı) - 65
(yorum, bak) - 65
(alacak, eder) - 66
(ürün, kutu) - 66
(gerek, eder) - 66
(elim, gayet) - 66
(kalite, şık) - 66
(alın, tavsiye) - 66
(para, kullan) - 66
(koku, tavsiye) - 66
(gayet, kolay) - 66
(aracı, model) - 66
(bi, tavsiye) - 66
(yan, pil) - 66
(kullan, fairy) - 66
(ses, kulak) - 67
(ürün, araba) - 67
(elim, şekil) - 67
(fiyat, yan) - 67
(lastik, yol) - 67
(hızlı, tavsiye) - 67
(kalite, ur) - 68
(gerek, tavsiye) - 68
(kesin, kalite) - 68
(güzel, memnun) - 68
(harika, eder) - 68
(kullan, çık) - 68
(marka, tavsiye) - 68
(ürün, :)) - 68
(ürün, yıl) - 68
(biraz, tavsiye) - 68
(aracı, ses) - 68
(uzun, zaman) - 68
(ürün, söyle) - 69
(kalite, sağlam) - 69
(sağla, ürün) - 69
(ürün, tane) - 69
(bebek, ürün) - 69
(bil, kullan) - 69
(ürün, iç) - 69
(ürün, yağ) - 69
(resim, ürün) - 69
(kullan, küçük) - 70
(mükemmel, tavsiye) - 70
(marka, zaten) - 70
(hediye, güzel) - 70
(kullan, sene) - 70
(ses, gayet) - 70
(kar, lastik) - 70
(çocuk, ürün) - 70
(ürün, indir) - 70
(harika, tavsiye) - 71
(kullan, harika) - 71
(ürün, zor) - 71
(dış, ürün) - 71
(şarkı, güzel) - 71
(fiyat, deri) - 71
(ulaş, eder) - 71
(kullan, malzeme) - 71
(ürün, teslimat) - 71
(rahat, güzel) - 71
(fiyat, hediye) - 71
(ev, çalış) - 71
(motor, aracı) - 71
(ürün, çıkar) - 71
(kalite, süper) - 72
(güzel, kesin) - 72
(gerek, film) - 72
(güzel, alın) - 72
(ürün, bulaşık) - 72
(ürün, otur) - 73
(hafta, kullan) - 73
(ayrıca, güzel) - 73
(renk, güzel) - 73
(kalite, tartış) - 73
(gör, güzel) - 73
(ulaş, el) - 73
(çalış, güzel) - 73
(ürün, adet) - 73
(kahve, kullan) - 73
(yüksek, ses) - 73
(sipariş, geç) - 74
(site, teşekkür) - 74
(ürün, deri) - 74
(şekil, kullan) - 74
(kullan, temiz) - 74
(biraz, eder) - 74
(ürün, yaşa) - 74
(güzel, şık) - 74
(teslimat, teşekkür) - 75
(kullan, sağlam) - 75
(film, sev) - 75
(kısa, zaman) - 75
(ürün, eksik) - 75
(biraz, kalite) - 75
(ürün, şarj) - 75
(deterjan, ürün) - 75
(kullan, ölç) - 75
(kullan, bulaşık) - 75
(ürün, beklenti) - 76
(kullan, ideal) - 76
(kullan, kısa) - 76
(şarj, alet) - 76
(fiyat, bi) - 76
(model, kullan) - 77
(kalite, alın) - 77
(elim, tavsiye) - 77
(ürün, bugün) - 77
(ürün, derece) - 77
(elim, kalite) - 77
(pişman, ürün) - 78
(fiyat, bekle) - 78
(ürün, su) - 78
(tereddüt, ürün) - 79
(ürün, kaç) - 79
(fiyat, gerek) - 79
(ürün, plastik) - 79
(ürün, motor) - 79
(firma, ürün) - 79
(yan, kullan) - 79
(ürün, ağır) - 79
(ulaş, kalite) - 79
(süt, kahve) - 79
(alacak, tavsiye) - 80
(gerek, kalite) - 80
(ürün, açı) - 80
(kalite, mükemmel) - 80
(teşekkür, çöm) - 80
(albüm, şarkı) - 80
(güzel, herkes) - 80
(zaten, fiyat) - 80
(kullan, ayrıca) - 80
(ürün, saat) - 80
(ürün, küçük) - 80
(şarj, süre) - 80
(kalite, memnun) - 81
(kullan, motor) - 81
(kullan, mükemmel) - 81
(fiyat, gör) - 81
(kullan, şarj) - 81
(teşekkür, ayrıca) - 82
(fiyat, harika) - 82
(ürün, ay) - 82
(güzel, arkadaş) - 83
(ürün, araç) - 83
(gayet, şık) - 83
(şiddet, eder) - 84
(sipariş, kargo) - 84
(ürün, performans) - 84
(araba, kullan) - 84
(ürün, ölçü) - 84
(ürün, yaklaşık) - 85
(alın, deri) - 85
(şık, kullan) - 85
(kurul, kolay) - 85
(ürün, bil) - 85
(ürün, ölç) - 85
(kargo, kullan) - 86
(sipariş, fiyat) - 86
(ürün, pahalı) - 86
(güzel, beğen) - 86
(ulaş, fiyat) - 86
(ürün, market) - 86
(ürün, gönder) - 86
(ulaş, güzel) - 87
(rahat, tavsiye) - 87
(güzel, albüm) - 87
(ürün, dur) - 87
(hak, ürün) - 87
(ur, kullan) - 88
(fiyat, kal) - 88
(yan, hediye) - 88
(motor, yağ) - 88
(ürün, tak) - 88
(kullan, pil) - 88
(geç, kullan) - 89
(ürün, temizle) - 89
(ucuz, kalite) - 89
(kullan, alın) - 89
(fakat, güzel) - 89
(piyasa, uygun) - 89
(kaçır, deri) - 89
(teşekkür, gönderi) - 90
(kullan, temizle) - 90
(ücret, kargo) - 90
(sorun, yaşa) - 90
(ürün, hoş) - 91
(ürün, git) - 91
(ürün, malzeme) - 91
(ulaş, kullan) - 91
(ürün, sıkıntı) - 91
(elim, eder) - 91
(kullan, sonuç) - 91
(makine, kullan) - 91
(düşün, alın) - 92
(yaklaşık, kullan) - 92
(fairy, bulaşık) - 92
(yer, kapla) - 93
(araç, kullan) - 93
(ürün, başla) - 94
(ürün, görün) - 94
(ürün, kaçır) - 95
(ürün, satı) - 95
(eder, kal) - 95
(kalite, bekle) - 95
(güzel, kahve) - 95
(elim, fiyat) - 96
(kurul, ürün) - 96
(renk, ürün) - 96
(kahve, iç) - 96
(ses, motor) - 96
(fiyat, memnun) - 97
(kahve, ürün) - 97
(düşün, kalite) - 98
(sipariş, kullan) - 98
(düşün, eder) - 98
(hepsiburadaya, teşekkür) - 98
(ay, kullan) - 98
(ateş, ölç) - 98
(ur, güzel) - 99
(fiyat, performans) - 99
(hoş, git) - 99
(fiyat, kesin) - 99
(düşün, güzel) - 99
(güzel, kal) - 99
(ulaş, teşekkür) - 99
(kullan, çalış) - 99
(ürün, teslim) - 100
(ürün, tercih) - 100
(bulaşık, deterjan) - 100
(ürün, pil) - 100
(ürün, yaz) - 101
(pratik, ürün) - 101
(kullan, yağ) - 101
(gerçek, eder) - 102
(fiyat, biraz) - 102
(gönül, rahat) - 102
(fiyat, yer) - 102
(ürün, temiz) - 103
(elim, teşekkür) - 103
(hızlı, şekil) - 103
(kesin, kullan) - 104
(hızlı, kullan) - 105
(kullan, lastik) - 105
(ürün, hediye) - 105
(koku, kal) - 106
(kargo, eder) - 106
(ürün, ideal) - 106
(elim, kargo) - 107
(güzel, biraz) - 107
(düşün, tavsiye) - 107
